,topology,centrality,position,label
0,0.4325393816140137,0.5534047300711622,0.01405588831482402,2
1,0.4875438711169356,0.4969753114226674,0.01548081746039701,2
2,0.6622383244188518,0.31308930145669517,0.02467237412445317,0
3,0.3400852953325912,0.6335516667553672,0.026363037912041563,0
4,0.5305379456316232,0.4437368465025303,0.0257252078658466,1
5,0.48500411633884943,0.47673928686518835,0.0382565967959622,1
6,0.5615360643761832,0.42054146206878135,0.017922473555035436,2
7,0.29420892571658913,0.6824801227042311,0.02331095157917976,1
8,0.2990213342049587,0.6775695163593505,0.023409149435690883,1
9,0.57220838986924,0.40974241716779636,0.018049192962963492,2
10,0.5577466619848424,0.4127109285195602,0.029542409495597485,1
11,0.44350030813362323,0.539989924361875,0.01650976750450168,2
12,0.5225280925289761,0.44248474513233016,0.034987162338693714,1
13,0.41799157734896447,0.5541536230200225,0.027854799631013033,1
14,0.44994840468996,0.5354246843400484,0.01462691096999151,2
15,0.4289367288783935,0.5574789390745477,0.013584332047058787,2
16,0.6324546649306308,0.3417786454759048,0.025766689593464277,1
17,0.4198052877401906,0.5500229846602737,0.030171727599535823,1
18,0.5254194886702526,0.4403646621734137,0.03421584915633366,0
19,0.6349290782047333,0.33842448337811015,0.026646438417156356,2
20,0.4544317967696468,0.5191410030662003,0.026427200164152866,1
21,0.5086156256937177,0.4554957322621801,0.03588864204410239,0
22,0.47697655592398974,0.49954057950515424,0.02348286457085613,1
23,0.4789548303213185,0.4955553826737682,0.025489787004913226,1
24,0.5272286640192292,0.4378692555629814,0.0349020804177894,0
25,0.536699567628677,0.42847128550473174,0.034829146866591346,0
26,0.4055526036807736,0.580305628194681,0.014141768124545295,2
27,0.2993960334815462,0.6773429679896835,0.023260998528770283,1
28,0.5302512577155324,0.434873008751122,0.0348757335333457,0
29,0.535970220653293,0.42916344067294976,0.03486633867375716,0
30,0.5139444907578319,0.45210619032090776,0.03394931892126033,1
31,0.6161846898959971,0.3563574055945921,0.027457904509410803,1
32,0.5150445799377157,0.45015443550545914,0.03480098455682519,0
33,0.6461886747362559,0.3277517196247219,0.026059605639022217,2
34,0.49021363881911023,0.49425327729826035,0.015533083882629391,2
35,0.3891930877016877,0.5944800044591172,0.016326907839195114,2
36,0.6475216262222998,0.32711635563751923,0.02536201814018107,0
37,0.30208185162609624,0.6776798097382837,0.020238338635620075,2
38,0.4008111342379459,0.5729525587046966,0.026236307057357414,1
39,0.38594775158756717,0.5831768463523048,0.03087540206012819,2
40,0.6645752202907754,0.3138008050443724,0.021623974664852195,2
41,0.6763724212363269,0.3001895274196813,0.02343805134399173,2
42,0.6577302503011556,0.3167238186938897,0.025545931004954454,1
43,0.6178010662288582,0.35432957013911476,0.02786936363202707,1
44,0.5428343065013059,0.42322003635704125,0.033945657141652694,1
45,0.49498106845376433,0.4885012882788973,0.016517643267338383,2
46,0.5036871853829894,0.47910254110601086,0.01721027351099978,2
47,0.26254310541239106,0.7160515403893898,0.02140535419821917,2
