,topology,centrality,position,label
0,0.11902150980702766,0.022591451888328857,0.8583870383046435,2
1,0.016811512326287668,0.025041954458257753,0.9581465332154545,1
2,0.016268552792834116,0.024233177255735643,0.9594982699514302,2
3,0.01633443766585946,0.02097850624839271,0.9626870560857479,0
4,0.016705460052570772,0.024874928221393398,0.9584196117260357,2
5,0.01672199794456517,0.01025668985997141,0.9730213121954633,1
6,0.016464433974519535,0.02444712180326518,0.9590884442222153,2
7,0.01656243710884223,0.010116213058651536,0.9733213498325062,1
8,0.01634182048917433,0.010023502278880691,0.9736346772319451,1
9,0.01657053107561781,0.010163785369490997,0.9732656835548912,0
10,0.0163891403792924,0.02403482296387603,0.9595760366568316,0
11,0.017207395077407376,0.010530210005793435,0.9722623949167991,1
12,0.016412328707568924,0.024474329419205,0.959113341873226,1
13,0.016161934961048972,0.024100938223718414,0.9597371268152325,2
14,0.016409471365315623,0.010041913885484074,0.9735486147492004,1
15,0.016746238699372525,0.01018386081846809,0.9730699004821595,1
16,0.1297350679472145,0.017331050243317186,0.8529338818094684,2
17,0.08118612089522269,0.01837434385988923,0.9004395352448881,2
18,0.01698281763010515,0.010263654953725113,0.9727535274161696,0
19,0.016802476213040044,0.01000748451358509,0.9731900392733749,1
20,0.018406973430508265,0.022865561059784833,0.958727465509707,1
21,0.01755668785755967,0.01031000401243052,0.9721333081300098,1
22,0.01638881876719908,0.010052329382152118,0.9735588518506488,2
23,0.016735752688120553,0.024929105038649712,0.9583351422732298,0
24,0.016736855866232705,0.010174498521238487,0.9730886456125288,2
25,0.016891292632565502,0.010360529312381114,0.9727481780550533,0
26,0.13121257228273991,0.022317486208834333,0.8464699415084257,2
27,0.019338361587454327,0.025162237146071246,0.9554994012664746,2
28,0.1283877959857401,0.02229277792083906,0.8493194260934207,2
29,0.11757472673525657,0.017536543500841342,0.8648887297639021,0
30,0.016862655323704887,0.020734534683458598,0.9624028099928364,0
31,0.017060685273264962,0.010420539321402526,0.9725187754053325,1
32,0.01601505708353251,0.020580027678633397,0.963404915237834,0
33,0.11537181949582845,0.01759732694770385,0.8670308535564678,1
34,0.10325434901128089,0.017864335348552484,0.8788813156401666,2
35,0.127023936248773,0.01729437469167508,0.8556816890595519,2
36,0.01638281406233428,0.02440337761913137,0.9592138083185343,0
37,0.11573088962219431,0.022661260052711032,0.8616078503250947,2
38,0.13230847915887098,0.01733663416014488,0.8503548866809842,2
39,0.016586810145269384,0.024662533084304928,0.9587506567704258,0
40,0.11055041703989746,0.024116743108501627,0.8653328398516008,2
41,0.01673757917587886,0.024940293773762674,0.9583221270503585,0
42,0.016538311830831855,0.010144023209347978,0.9733176649598201,0
43,0.016173412396829137,0.023909746173358937,0.9599168414298118,0
44,0.016264459629410574,0.024235308879887833,0.9595002314907016,2
45,0.12307419827015909,0.022619729756624372,0.8543060719732165,2
46,0.017098737468809428,0.02552029490228433,0.9573809676289062,0
47,0.016754744483990572,0.010202428929687394,0.973042826586322,0
48,0.016054061635452477,0.023913677279136205,0.9600322610854114,0
49,0.01682863210422594,0.010145706922545218,0.973025660973229,1
50,0.016264046051008937,0.02714803682935217,0.9565879171196389,0
51,0.1288312362303262,0.022291951205277626,0.8488768125643963,2
52,0.11726383430460238,0.01772294928951822,0.8650132164058792,1
53,0.017122965407552752,0.02378673331893347,0.9590903012735138,1
54,0.12392689450027126,0.022474153494143372,0.8535989520055854,1
55,0.09310029568603419,0.0232711041401946,0.8836286001737712,2
56,0.01622608356501225,0.024206152966362894,0.9595677634686248,0
57,0.01639560503330641,0.010216138343274169,0.9733882566234194,1
58,0.09886250594530847,0.018056752857512157,0.8830807411971793,2
59,0.09961833985622341,0.017949933031520208,0.8824317271122563,1
60,0.06135957810105122,0.018795202063945797,0.919845219835003,2
61,0.016918543004256343,0.025128550430680713,0.9579529065650629,0
62,0.01638666819702697,0.02419839497994927,0.9594149368230238,0
63,0.0168658006290826,0.01034489340723985,0.9727893059636775,0
64,0.040968758603733564,0.024544286609439765,0.9344869547868266,1
65,0.12286945230243437,0.01741847853281201,0.8597120691647537,2
66,0.133104265166443,0.017282466118507984,0.849613268715049,2
67,0.12137701866991404,0.02249953838212271,0.8561234429479632,1
68,0.03174842195498238,0.024688102160007944,0.9435634758850097,2
69,0.01616673596281626,0.027362132029782788,0.9564711320074009,2
